current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
hexaware,adobe,2.6,2892999,4505687,Female,Chennai,DevOps Engineer,IT,Bachelor,PMP,Data Engineering,4,1
virtusa,wipro,12.5,3420733,5069473,Male,Chennai,Cloud Engineer,IT,Master,AWS,Cloud,4,3
zensar,accenture,1.9,2022000,2710734,Male,Pune,DevOps Engineer,IT,PhD,None,Cloud,4,2
tcs,salesforce,11.2,3059632,4121707,Male,Bangalore,Tech Lead,IT,Master,PMP,Data Engineering,3,1
accenture,cts,7.4,1487355,2252785,Male,Chennai,Cloud Engineer,IT,Master,AWS,DevOps,2,3
google,hexaware,9.9,799350,1066328,Male,Bangalore,Software Developer,IT,Bachelor,Scrum Master,Cloud,1,4
amazon,ibm,14.5,1946464,2927147,Male,Bangalore,Cloud Engineer,IT,PhD,PMP,Security,1,2
sap,zensar,1.8,1366639,2032032,Male,Delhi,QA Engineer,IT,PhD,GCP,Security,2,4
happiest-minds,amazon,8.2,3161248,4148524,Male,Bangalore,Software Developer,IT,PhD,Azure,Data Engineering,5,1
salesforce,oracle,5.1,1390888,2194208,Female,Gurgaon,DevOps Engineer,IT,Bachelor,Azure,DevOps,1,2
microsoft,hexaware,6.3,2977197,4152178,Male,Bangalore,Cloud Engineer,IT,Master,None,Data Engineering,1,4
accenture,infosys,7.5,3108370,4519932,Female,Gurgaon,Senior Developer,IT,PhD,AWS,DevOps,2,3
salesforce,netflix,11.8,2263070,2837654,Male,Delhi,Data Scientist,IT,Bachelor,Azure,AI,1,1
deloitte,ibm,6.9,3015216,4715455,Male,Hyderabad,Data Scientist,IT,Bachelor,PMP,Security,2,2
sap,virtusa,11.7,2732311,4106776,Female,Hyderabad,Software Developer,IT,Master,PMP,Cloud,2,4
infosys,google,1.0,1238168,1857147,Male,Delhi,Data Scientist,IT,Master,Scrum Master,DevOps,3,1
hcl,meta,12.6,1811850,2657154,Male,Pune,DevOps Engineer,IT,Bachelor,GCP,DevOps,3,1
microsoft,valuelabs,14.0,2160573,3143843,Male,Hyderabad,DevOps Engineer,IT,Master,Scrum Master,Cloud,1,5
amazon,microsoft,9.6,2489718,3038426,Female,Pune,Senior Developer,IT,Bachelor,None,Full Stack,1,1
hcl,salesforce,3.8,925077,1155498,Male,Pune,Cloud Engineer,IT,PhD,None,Security,3,1
zensar,netflix,6.8,2431902,3800589,Female,Bangalore,Senior Developer,IT,Master,None,Cloud,4,1
happiest-minds,valuelabs,3.2,2468393,3205485,Female,Delhi,Senior Developer,IT,Bachelor,PMP,DevOps,5,5
happiest-minds,adobe,10.0,3011468,4347492,Male,Delhi,QA Engineer,IT,Master,PMP,Data Engineering,5,1
netflix,amazon,9.0,1321317,2084029,Male,Delhi,QA Engineer,IT,PhD,None,AI,1,1
salesforce,virtusa,12.9,1190043,1670140,Female,Mumbai,Software Developer,IT,Master,AWS,Data Engineering,1,4
tcs,apple,12.8,2745074,3549091,Female,Hyderabad,Software Developer,IT,Bachelor,PMP,Cloud,3,1
adobe,apple,10.5,1266469,1617153,Male,Gurgaon,Data Scientist,IT,Master,None,AI,1,1
sap,hexaware,1.9,939518,1463196,Female,Hyderabad,Business Analyst,IT,PhD,GCP,Data Engineering,2,4
adobe,oracle,2.6,1741884,2641731,Male,Gurgaon,DevOps Engineer,IT,Bachelor,GCP,DevOps,1,2
netflix,linkedin,10.9,1601587,2210962,Female,Chennai,Software Developer,IT,PhD,Azure,DevOps,1,1
tcs,cts,4.4,2536516,3570248,Female,Gurgaon,Software Developer,IT,Bachelor,GCP,Data Engineering,3,3
amazon,infosys,9.0,1732357,2592042,Male,Mumbai,Business Analyst,IT,PhD,None,Data Engineering,1,3
ibm,google,15.0,2363558,3545170,Male,Pune,QA Engineer,IT,Master,Azure,Security,2,1
coforge,hexaware,10.6,3371245,4438700,Male,Chennai,Cloud Engineer,IT,Bachelor,AWS,AI,5,4
deloitte,netflix,12.4,1375031,1742089,Female,Chennai,Senior Developer,IT,Bachelor,AWS,AI,2,1
cts,hexaware,4.3,1688907,2080587,Male,Gurgaon,DevOps Engineer,IT,Bachelor,GCP,Full Stack,3,4
apple,cts,8.6,1461186,1890348,Male,Pune,QA Engineer,IT,Master,GCP,Full Stack,1,3
amazon,google,4.6,916172,1162227,Female,Hyderabad,DevOps Engineer,IT,Bachelor,PMP,DevOps,1,1
accenture,happiest-minds,10.0,2495017,3061282,Male,Bangalore,Tech Lead,IT,Bachelor,None,Data Engineering,2,5
uber,microsoft,4.8,2671400,4182815,Male,Hyderabad,Cloud Engineer,IT,PhD,PMP,Full Stack,1,1
salesforce,tcs,5.5,2466388,3815068,Male,Chennai,Software Developer,IT,PhD,GCP,Security,1,3
amazon,tcs,14.1,2847917,3905339,Female,Hyderabad,DevOps Engineer,IT,Master,GCP,Cloud,1,3
happiest-minds,oracle,11.7,1499143,2096055,Male,Gurgaon,Tech Lead,IT,PhD,PMP,Security,5,2
linkedin,deloitte,2.2,2803842,3729609,Female,Chennai,Senior Developer,IT,PhD,Azure,AI,1,2
linkedin,apple,13.5,3227700,4389806,Male,Hyderabad,Senior Developer,IT,PhD,Scrum Master,DevOps,1,1
happiest-minds,adobe,7.0,2670445,4000915,Male,Mumbai,Tech Lead,IT,Master,None,Security,5,1
happiest-minds,amazon,1.2,1583558,2318394,Female,Chennai,Software Developer,IT,Master,Scrum Master,Data Engineering,5,1
ibm,wipro,6.6,2143187,2701092,Male,Bangalore,Business Analyst,IT,Master,PMP,Cloud,2,3
wipro,oracle,3.7,2916332,4130734,Female,Mumbai,Software Developer,IT,Bachelor,AWS,Full Stack,3,2
salesforce,microsoft,9.5,2718931,4130001,Male,Hyderabad,Senior Developer,IT,PhD,AWS,AI,1,1
hexaware,uber,12.7,1362804,1973502,Male,Gurgaon,DevOps Engineer,IT,Bachelor,GCP,Security,4,1
oracle,meta,7.8,1539095,2232931,Male,Pune,Data Scientist,IT,Bachelor,PMP,Cloud,2,1
virtusa,meta,7.6,2984198,4665227,Male,Hyderabad,Tech Lead,IT,Bachelor,PMP,Security,4,1
tcs,oracle,2.3,2853842,3604916,Male,Delhi,Tech Lead,IT,Bachelor,None,DevOps,3,2
sap,hcl,10.1,1922450,2412937,Male,Bangalore,Software Developer,IT,Master,Azure,Full Stack,2,3
adobe,tcs,3.0,1313403,1876373,Male,Delhi,Software Developer,IT,PhD,PMP,Cloud,1,3
tcs,uber,1.2,1667403,2174845,Male,Mumbai,DevOps Engineer,IT,Master,PMP,Cloud,3,1
amazon,hexaware,14.9,3278422,4370277,Male,Hyderabad,QA Engineer,IT,PhD,None,DevOps,1,4
amazon,happiest-minds,7.2,825416,1208619,Male,Mumbai,Data Scientist,IT,Master,AWS,Security,1,5
oracle,google,14.2,1290148,2047270,Female,Hyderabad,Data Scientist,IT,PhD,AWS,Full Stack,2,1
ibm,microsoft,3.2,695304,937254,Male,Mumbai,Senior Developer,IT,Bachelor,Scrum Master,DevOps,2,1
wipro,google,12.3,1377918,2006892,Male,Delhi,Cloud Engineer,IT,PhD,GCP,DevOps,3,1
deloitte,apple,12.0,1323698,1894516,Female,Delhi,Data Scientist,IT,Bachelor,GCP,Cloud,2,1
zensar,accenture,12.1,3357695,4268497,Female,Bangalore,Tech Lead,IT,Master,Azure,DevOps,4,2
sap,infosys,4.5,1032363,1564888,Male,Gurgaon,Tech Lead,IT,PhD,Azure,Security,2,3
tcs,ibm,6.0,1285752,1828343,Male,Mumbai,Senior Developer,IT,Bachelor,PMP,Full Stack,3,2
coforge,happiest-minds,13.9,986019,1317170,Male,Pune,Software Developer,IT,PhD,Scrum Master,DevOps,5,5
cts,happiest-minds,6.0,2421428,3303930,Male,Delhi,QA Engineer,IT,Master,Scrum Master,Full Stack,3,5
valuelabs,deloitte,14.0,1253932,1588677,Male,Gurgaon,DevOps Engineer,IT,Master,None,Security,5,2
adobe,apple,3.3,518042,746383,Male,Pune,Business Analyst,IT,Master,Scrum Master,DevOps,1,1
wipro,oracle,7.9,1154298,1683049,Male,Delhi,QA Engineer,IT,Master,AWS,AI,3,2
tcs,netflix,12.9,2315348,3395606,Male,Mumbai,Senior Developer,IT,PhD,AWS,DevOps,3,1
cts,hcl,8.9,1097021,1574603,Female,Chennai,Senior Developer,IT,PhD,AWS,Cloud,3,3
hexaware,amazon,5.7,672742,1014410,Male,Bangalore,QA Engineer,IT,Master,GCP,Data Engineering,4,1
adobe,meta,3.8,1409670,1760318,Male,Delhi,Software Developer,IT,Master,PMP,AI,1,1
happiest-minds,oracle,14.5,1449910,2237546,Male,Gurgaon,Data Scientist,IT,PhD,None,Data Engineering,5,2
uber,sap,6.4,953231,1453955,Male,Chennai,Software Developer,IT,Bachelor,Azure,Cloud,1,2
adobe,coforge,11.3,1113201,1375347,Male,Bangalore,Cloud Engineer,IT,Master,Scrum Master,Data Engineering,1,5
zensar,hcl,9.2,853149,1130251,Male,Chennai,Senior Developer,IT,Bachelor,Scrum Master,Full Stack,4,3
uber,microsoft,8.1,2723526,3642383,Female,Pune,Business Analyst,IT,Bachelor,None,Cloud,1,1
zensar,apple,12.2,1386686,2108060,Male,Delhi,DevOps Engineer,IT,PhD,AWS,Security,4,1
hcl,google,6.7,1536761,2170989,Male,Chennai,Cloud Engineer,IT,Master,Scrum Master,DevOps,3,1
infosys,linkedin,13.7,1650708,2255381,Male,Chennai,Cloud Engineer,IT,Bachelor,Azure,Data Engineering,3,1
meta,sap,9.8,2922450,3901822,Female,Mumbai,Business Analyst,IT,Master,None,DevOps,1,2
tcs,microsoft,3.3,1464892,1765988,Male,Mumbai,Business Analyst,IT,Master,GCP,Data Engineering,3,1
salesforce,accenture,10.9,1434251,1873193,Male,Hyderabad,Data Scientist,IT,Bachelor,GCP,Data Engineering,1,2
ibm,virtusa,8.8,1436633,1875359,Male,Chennai,DevOps Engineer,IT,Master,GCP,Data Engineering,2,4
adobe,amazon,12.4,1466684,1986381,Male,Delhi,QA Engineer,IT,Master,Azure,Security,1,1
oracle,hcl,9.4,2555700,3417203,Female,Gurgaon,DevOps Engineer,IT,Bachelor,Scrum Master,Cloud,2,3
oracle,infosys,6.5,2380894,3477758,Male,Mumbai,QA Engineer,IT,PhD,Scrum Master,Data Engineering,2,3
meta,hexaware,9.3,2309279,3022593,Male,Gurgaon,Business Analyst,IT,PhD,PMP,AI,1,4
infosys,linkedin,2.3,2059614,3228468,Female,Gurgaon,Data Scientist,IT,Bachelor,AWS,AI,3,1
uber,coforge,1.6,1041284,1371872,Female,Pune,Software Developer,IT,Bachelor,Scrum Master,Security,1,5
cts,coforge,10.6,3155554,3986481,Male,Chennai,QA Engineer,IT,Bachelor,None,Security,3,5
salesforce,oracle,10.4,3027453,3817844,Female,Delhi,Senior Developer,IT,Master,Azure,DevOps,1,2
sap,tcs,4.6,890768,1310079,Male,Mumbai,DevOps Engineer,IT,PhD,None,DevOps,2,3
uber,hexaware,5.6,1552890,2346186,Female,Gurgaon,Tech Lead,IT,PhD,AWS,Full Stack,1,4
infosys,apple,6.2,2900311,4327953,Male,Pune,Cloud Engineer,IT,Master,None,Cloud,3,1
zensar,valuelabs,10.0,2750256,3762056,Male,Gurgaon,Business Analyst,IT,Bachelor,None,DevOps,4,5
hcl,happiest-minds,4.0,3068656,4117716,Male,Mumbai,Data Scientist,IT,PhD,Azure,Full Stack,3,5
happiest-minds,linkedin,13.1,993542,1511986,Female,Pune,Data Scientist,IT,PhD,None,Full Stack,5,1
google,microsoft,6.1,1033594,1334561,Male,Gurgaon,Senior Developer,IT,Bachelor,Azure,Data Engineering,1,1
adobe,coforge,6.4,1667795,2330994,Female,Hyderabad,Data Scientist,IT,Bachelor,None,Full Stack,1,5
amazon,coforge,1.9,2218022,2863445,Male,Gurgaon,Cloud Engineer,IT,PhD,Azure,Cloud,1,5
meta,hcl,1.8,974197,1208729,Male,Mumbai,Data Scientist,IT,PhD,Azure,AI,1,3
amazon,google,4.2,3037943,4795466,Male,Delhi,Business Analyst,IT,PhD,PMP,DevOps,1,1
uber,netflix,2.9,762507,981472,Female,Delhi,Cloud Engineer,IT,Master,GCP,Security,1,1
sap,ibm,6.8,1601664,2009387,Male,Chennai,Cloud Engineer,IT,Master,AWS,Data Engineering,2,2
virtusa,deloitte,14.5,2161136,3253073,Female,Gurgaon,QA Engineer,IT,Master,PMP,Full Stack,4,2
netflix,amazon,1.2,494780,645050,Male,Chennai,Software Developer,IT,PhD,None,Security,1,1
sap,accenture,6.4,918882,1460564,Female,Pune,DevOps Engineer,IT,Master,None,Full Stack,2,2
hcl,cts,13.7,3117365,3933222,Female,Hyderabad,Business Analyst,IT,PhD,Azure,DevOps,3,3
meta,microsoft,2.7,2506154,3665596,Female,Mumbai,Software Developer,IT,PhD,PMP,Data Engineering,1,1
virtusa,infosys,14.8,3056411,4612615,Male,Pune,Senior Developer,IT,Master,GCP,Security,4,3
sap,coforge,12.9,2660996,3623200,Male,Chennai,Data Scientist,IT,PhD,PMP,AI,2,5
microsoft,happiest-minds,13.7,1335991,1979812,Male,Delhi,Business Analyst,IT,Master,AWS,Data Engineering,1,5
happiest-minds,coforge,11.1,2984520,4559941,Male,Chennai,Business Analyst,IT,Bachelor,GCP,Security,5,5
apple,microsoft,7.1,898985,1364180,Female,Gurgaon,Data Scientist,IT,Master,PMP,Data Engineering,1,1
wipro,tcs,8.0,1228770,1680052,Male,Bangalore,Cloud Engineer,IT,PhD,GCP,Security,3,3
adobe,linkedin,9.4,2024424,3157255,Male,Mumbai,Business Analyst,IT,PhD,AWS,Cloud,1,1
microsoft,accenture,2.1,2390450,3405072,Female,Bangalore,Tech Lead,IT,PhD,GCP,AI,1,2
accenture,coforge,10.8,3092155,4472299,Male,Pune,QA Engineer,IT,PhD,PMP,Security,2,5
happiest-minds,google,5.5,2744922,3540098,Male,Bangalore,Senior Developer,IT,PhD,Scrum Master,Full Stack,5,1
ibm,uber,3.9,1307880,1618274,Female,Pune,Senior Developer,IT,Bachelor,PMP,Security,2,1
sap,netflix,14.7,3392238,5069194,Male,Gurgaon,QA Engineer,IT,PhD,GCP,AI,2,1
wipro,zensar,14.7,3343928,4762141,Female,Delhi,DevOps Engineer,IT,Bachelor,None,Cloud,3,4
adobe,microsoft,3.4,2117118,2909863,Male,Delhi,Software Developer,IT,Bachelor,None,Full Stack,1,1
linkedin,google,12.5,3077239,4017739,Female,Mumbai,Data Scientist,IT,Master,Scrum Master,Full Stack,1,1
valuelabs,linkedin,14.6,2979243,3828136,Female,Bangalore,Cloud Engineer,IT,Bachelor,GCP,Full Stack,5,1
meta,sap,1.7,1762872,2453985,Male,Hyderabad,Tech Lead,IT,Bachelor,GCP,DevOps,1,2
linkedin,hexaware,4.7,1064419,1667136,Male,Pune,Software Developer,IT,Master,PMP,Full Stack,1,4
wipro,happiest-minds,3.5,2694512,3914896,Male,Mumbai,DevOps Engineer,IT,PhD,PMP,Data Engineering,3,5
apple,accenture,8.9,773775,1048224,Female,Hyderabad,Software Developer,IT,PhD,PMP,Full Stack,1,2
apple,sap,11.3,1633469,2215822,Female,Gurgaon,Cloud Engineer,IT,Master,AWS,Cloud,1,2
oracle,sap,5.2,1042304,1338684,Male,Delhi,QA Engineer,IT,Bachelor,PMP,Data Engineering,2,2
coforge,hcl,1.1,2446841,3101894,Male,Delhi,Data Scientist,IT,Master,PMP,DevOps,5,3
linkedin,happiest-minds,8.9,1610611,2442490,Female,Delhi,Cloud Engineer,IT,Master,None,DevOps,1,5
uber,sap,3.8,1202259,1651920,Other,Hyderabad,Software Developer,IT,Master,None,DevOps,1,2
infosys,google,8.7,1364209,1788413,Male,Chennai,Cloud Engineer,IT,Bachelor,AWS,AI,3,1
google,tcs,3.1,2589698,3449935,Female,Hyderabad,DevOps Engineer,IT,Bachelor,Azure,AI,1,3
deloitte,ibm,13.7,2272943,3012082,Male,Delhi,Senior Developer,IT,Master,Azure,AI,2,2
cts,meta,6.8,1853598,2910880,Male,Delhi,Senior Developer,IT,PhD,Azure,Cloud,3,1
cts,wipro,5.1,1767084,2221284,Male,Delhi,Business Analyst,IT,PhD,Azure,Cloud,3,3
infosys,amazon,8.7,1815288,2514340,Female,Mumbai,DevOps Engineer,IT,Bachelor,None,Security,3,1
valuelabs,google,13.2,2320076,2917411,Male,Chennai,Cloud Engineer,IT,Bachelor,Azure,Full Stack,5,1
salesforce,deloitte,13.5,3294377,4508185,Female,Gurgaon,Business Analyst,IT,Bachelor,PMP,Data Engineering,1,2
tcs,deloitte,12.5,1696352,2112760,Female,Hyderabad,QA Engineer,IT,PhD,GCP,Cloud,3,2
sap,meta,8.8,1894489,2427435,Male,Bangalore,Software Developer,IT,PhD,Scrum Master,DevOps,2,1
amazon,accenture,6.3,980385,1351043,Male,Pune,Senior Developer,IT,Master,PMP,DevOps,1,2
valuelabs,oracle,6.4,2741584,3303027,Male,Delhi,Senior Developer,IT,Bachelor,GCP,AI,5,2
netflix,virtusa,15.0,2391292,3033233,Male,Delhi,Cloud Engineer,IT,PhD,GCP,AI,1,4
virtusa,google,10.7,1654164,2458215,Female,Bangalore,Data Scientist,IT,Bachelor,Scrum Master,Security,4,1
happiest-minds,linkedin,4.7,1310779,1952287,Female,Hyderabad,Data Scientist,IT,PhD,Scrum Master,Security,5,1
linkedin,sap,1.4,1364859,1807648,Female,Gurgaon,Data Scientist,IT,Master,Azure,DevOps,1,2
linkedin,sap,14.7,1429071,1806531,Female,Gurgaon,Cloud Engineer,IT,PhD,AWS,DevOps,1,2
linkedin,oracle,1.4,2868574,3709828,Male,Hyderabad,Business Analyst,IT,PhD,None,Security,1,2
happiest-minds,google,12.7,2818683,3918507,Male,Chennai,Business Analyst,IT,Master,Scrum Master,DevOps,5,1
tcs,microsoft,13.4,1314278,1884320,Male,Pune,Cloud Engineer,IT,Bachelor,GCP,Security,3,1
linkedin,hexaware,6.9,2606536,4071100,Female,Mumbai,Business Analyst,IT,Master,Azure,AI,1,4
coforge,apple,2.0,701426,984856,Female,Pune,Cloud Engineer,IT,Master,PMP,Data Engineering,5,1
wipro,accenture,12.7,3366097,4767439,Male,Chennai,Business Analyst,IT,Bachelor,GCP,DevOps,3,2
adobe,hexaware,12.6,3269356,4699208,Male,Pune,Cloud Engineer,IT,PhD,None,Full Stack,1,4
zensar,microsoft,2.9,1829232,2427865,Male,Mumbai,QA Engineer,IT,Master,GCP,Security,4,1
virtusa,deloitte,6.2,2637498,3718122,Male,Mumbai,Data Scientist,IT,Bachelor,PMP,Data Engineering,4,2
hexaware,sap,6.9,2517901,3826285,Male,Gurgaon,QA Engineer,IT,Bachelor,None,AI,4,2
salesforce,wipro,14.7,2769026,3367169,Male,Bangalore,Software Developer,IT,Bachelor,AWS,Cloud,1,3
ibm,linkedin,14.5,3317713,4658828,Female,Chennai,Cloud Engineer,IT,Master,GCP,Cloud,2,1
coforge,sap,8.8,1785670,2585533,Female,Pune,Business Analyst,IT,PhD,Azure,Full Stack,5,2
happiest-minds,tcs,13.8,2841379,4176606,Male,Bangalore,QA Engineer,IT,PhD,None,AI,5,3
virtusa,salesforce,3.3,857963,1031244,Male,Bangalore,Cloud Engineer,IT,PhD,PMP,Data Engineering,4,1
deloitte,google,3.4,2482726,3072788,Male,Hyderabad,QA Engineer,IT,Master,Azure,DevOps,2,1
hcl,ibm,1.4,1651809,2332641,Other,Mumbai,Tech Lead,IT,Master,None,AI,3,2
oracle,hcl,4.4,2968396,4313502,Female,Mumbai,Data Scientist,IT,PhD,None,Security,2,3
deloitte,uber,1.8,2986948,4159723,Female,Pune,Tech Lead,IT,Master,PMP,Data Engineering,2,1
hexaware,wipro,11.0,1326754,1690251,Female,Hyderabad,Tech Lead,IT,PhD,Azure,Full Stack,4,3
linkedin,sap,12.8,1071741,1686601,Female,Delhi,Senior Developer,IT,Master,GCP,Security,1,2
happiest-minds,wipro,7.9,1360566,2130727,Male,Delhi,Data Scientist,IT,PhD,Scrum Master,Full Stack,5,3
coforge,meta,3.7,1990837,2727644,Male,Mumbai,Business Analyst,IT,PhD,Azure,AI,5,1
amazon,salesforce,1.5,531821,829022,Other,Pune,QA Engineer,IT,Bachelor,None,Data Engineering,1,1
google,linkedin,12.2,2077888,2494400,Female,Mumbai,Data Scientist,IT,Master,PMP,Cloud,1,1
happiest-minds,deloitte,9.8,1046083,1293495,Male,Chennai,Business Analyst,IT,Master,GCP,AI,5,2
uber,microsoft,9.8,3160692,4890689,Male,Gurgaon,Senior Developer,IT,PhD,AWS,Data Engineering,1,1
valuelabs,netflix,14.1,1466878,2154716,Male,Gurgaon,Cloud Engineer,IT,Bachelor,GCP,Cloud,5,1
valuelabs,salesforce,9.0,1559401,2212570,Male,Pune,DevOps Engineer,IT,Master,None,Cloud,5,1
sap,cts,8.2,3227340,4960317,Male,Pune,Cloud Engineer,IT,Bachelor,None,AI,2,3
salesforce,linkedin,3.4,2650380,4211285,Female,Pune,QA Engineer,IT,Master,Azure,Cloud,1,1
oracle,deloitte,7.9,810280,1291157,Male,Hyderabad,Tech Lead,IT,Bachelor,GCP,AI,2,2
amazon,zensar,11.5,1925357,2840175,Male,Mumbai,Data Scientist,IT,Master,Scrum Master,Full Stack,1,4
virtusa,infosys,6.7,2621515,3445784,Female,Delhi,Tech Lead,IT,Master,AWS,Cloud,4,3
netflix,coforge,13.2,3208811,5093189,Female,Hyderabad,Business Analyst,IT,Bachelor,GCP,Security,1,5
uber,zensar,7.4,2567542,3539104,Female,Bangalore,Business Analyst,IT,Master,GCP,Cloud,1,4
valuelabs,infosys,9.7,1240101,1766583,Male,Gurgaon,Cloud Engineer,IT,Master,Azure,Full Stack,5,3
coforge,accenture,13.6,1359274,1757424,Male,Hyderabad,Data Scientist,IT,Bachelor,Azure,Data Engineering,5,2
hcl,salesforce,2.3,1229569,1486988,Male,Gurgaon,Data Scientist,IT,Master,Azure,Cloud,3,1
valuelabs,uber,4.7,2366242,3398235,Female,Bangalore,Tech Lead,IT,Bachelor,Azure,Data Engineering,5,1
meta,hcl,12.7,1119436,1696319,Female,Mumbai,Tech Lead,IT,Master,Azure,AI,1,3
hcl,virtusa,11.3,3046530,3840730,Male,Mumbai,Tech Lead,IT,Master,PMP,Cloud,3,4
deloitte,uber,2.4,2818961,3850380,Other,Bangalore,Senior Developer,IT,Bachelor,Azure,Data Engineering,2,1
salesforce,tcs,13.4,1119559,1361149,Male,Chennai,QA Engineer,IT,Master,Azure,Full Stack,1,3
accenture,cts,6.2,1105849,1516385,Male,Gurgaon,Senior Developer,IT,Master,None,AI,2,3
sap,apple,12.6,1840660,2606292,Female,Chennai,Cloud Engineer,IT,Master,GCP,AI,2,1
coforge,linkedin,1.6,1544393,2132197,Male,Gurgaon,Data Scientist,IT,PhD,Scrum Master,Full Stack,5,1
tcs,ibm,8.6,2288854,3515110,Female,Mumbai,Cloud Engineer,IT,Bachelor,PMP,Data Engineering,3,2
ibm,hcl,11.5,3363422,4428892,Male,Delhi,DevOps Engineer,IT,Bachelor,Azure,DevOps,2,3
ibm,happiest-minds,8.8,2969546,3641205,Female,Mumbai,Business Analyst,IT,Master,AWS,DevOps,2,5
meta,amazon,4.9,1188682,1643214,Male,Mumbai,Tech Lead,IT,Bachelor,PMP,AI,1,1
tcs,microsoft,12.2,1815260,2566303,Male,Bangalore,Tech Lead,IT,PhD,Azure,Security,3,1
salesforce,hexaware,2.3,1661227,2469907,Male,Bangalore,DevOps Engineer,IT,Bachelor,GCP,Security,1,4
linkedin,cts,9.8,3007503,3781090,Female,Gurgaon,Software Developer,IT,PhD,PMP,Data Engineering,1,3
uber,infosys,13.2,2406000,3537374,Male,Bangalore,Business Analyst,IT,Bachelor,PMP,Security,1,3
virtusa,amazon,7.9,2862768,3753964,Male,Mumbai,Senior Developer,IT,Bachelor,None,Cloud,4,1
uber,valuelabs,3.2,1284902,1630333,Female,Hyderabad,Senior Developer,IT,Master,Azure,Data Engineering,1,5
coforge,tcs,7.0,1544117,2438081,Male,Gurgaon,Cloud Engineer,IT,PhD,GCP,Full Stack,5,3
happiest-minds,apple,9.3,2973226,3953185,Other,Mumbai,Senior Developer,IT,Bachelor,None,AI,5,1
cts,wipro,1.3,999731,1550567,Male,Delhi,Cloud Engineer,IT,PhD,PMP,DevOps,3,3
happiest-minds,adobe,7.2,1688384,2457325,Male,Gurgaon,Senior Developer,IT,PhD,AWS,Data Engineering,5,1
google,ibm,9.9,2906392,4312453,Male,Pune,DevOps Engineer,IT,PhD,GCP,AI,1,2
tcs,microsoft,8.7,3151746,4091172,Female,Chennai,Senior Developer,IT,Master,GCP,DevOps,3,1
oracle,happiest-minds,3.6,2224596,3379425,Female,Chennai,Senior Developer,IT,Master,Azure,Security,2,5
coforge,adobe,2.2,829501,1238413,Female,Mumbai,Data Scientist,IT,Bachelor,None,DevOps,5,1
deloitte,accenture,6.1,2714151,3740602,Female,Gurgaon,Tech Lead,IT,PhD,Azure,Data Engineering,2,2
deloitte,google,2.9,1822315,2352970,Male,Pune,DevOps Engineer,IT,PhD,None,DevOps,2,1
zensar,meta,2.1,2077635,2837421,Female,Hyderabad,Senior Developer,IT,Master,AWS,AI,4,1
infosys,accenture,10.8,1771486,2482186,Male,Pune,Business Analyst,IT,Master,GCP,Data Engineering,3,2
ibm,apple,13.8,1825094,2597147,Male,Mumbai,Data Scientist,IT,Master,PMP,Full Stack,2,1
cts,accenture,13.0,3106750,4375835,Male,Gurgaon,Software Developer,IT,Master,PMP,Cloud,3,2
adobe,infosys,13.6,2843260,3681924,Male,Hyderabad,Senior Developer,IT,Master,PMP,Security,1,3
accenture,microsoft,12.0,3200361,4955492,Female,Delhi,DevOps Engineer,IT,Bachelor,Azure,Cloud,2,1
valuelabs,cts,10.0,2470646,3748052,Female,Hyderabad,Software Developer,IT,PhD,AWS,Security,5,3
apple,cts,13.1,3479750,4240883,Male,Mumbai,Business Analyst,IT,PhD,PMP,DevOps,1,3
wipro,microsoft,11.6,1421764,2071704,Female,Chennai,Data Scientist,IT,PhD,None,Data Engineering,3,1
virtusa,hcl,11.4,2465909,3281962,Male,Delhi,QA Engineer,IT,Bachelor,Azure,Full Stack,4,3
zensar,meta,11.6,1211622,1521006,Male,Mumbai,Tech Lead,IT,Master,GCP,AI,4,1
hcl,zensar,2.2,1640828,2537747,Male,Gurgaon,Data Scientist,IT,PhD,Azure,AI,3,4
meta,salesforce,8.1,2078583,2888648,Male,Chennai,Senior Developer,IT,Bachelor,Azure,Cloud,1,1
uber,amazon,3.3,2854735,3463724,Female,Gurgaon,Tech Lead,IT,Master,Azure,Full Stack,1,1
hexaware,accenture,6.6,2532821,3911382,Female,Chennai,Data Scientist,IT,Bachelor,Azure,Full Stack,4,2
meta,microsoft,6.0,2673968,3761020,Male,Chennai,Business Analyst,IT,Bachelor,GCP,Data Engineering,1,1
accenture,salesforce,14.2,3264231,4610920,Male,Hyderabad,Tech Lead,IT,PhD,None,Cloud,2,1
sap,cts,11.5,2365183,3451665,Female,Delhi,QA Engineer,IT,Bachelor,GCP,DevOps,2,3
amazon,hcl,10.1,2859888,3995196,Male,Hyderabad,Software Developer,IT,Bachelor,None,Security,1,3
wipro,hexaware,6.8,2954945,3947359,Male,Hyderabad,Cloud Engineer,IT,Master,Azure,Data Engineering,3,4
sap,cts,11.5,1055075,1321312,Female,Delhi,Senior Developer,IT,Bachelor,Scrum Master,Data Engineering,2,3
cts,happiest-minds,14.1,2393989,3776267,Male,Pune,QA Engineer,IT,Bachelor,Scrum Master,Security,3,5
adobe,apple,5.4,873605,1293281,Male,Bangalore,Business Analyst,IT,Bachelor,PMP,Security,1,1
uber,cts,6.9,1621048,2156542,Male,Delhi,DevOps Engineer,IT,PhD,AWS,Security,1,3
